d1,d2,d3,d4
12.7550600482286,17.2186164965953,13,20
12.7677488715441,16.444008791852,14,20
11.5190810454203,5.41226313231308,4,20
9.66265161919621,13.8207282000512,7,20
10.0507262165964,0.301879645194654,13,20
10.6510937064625,14.6430543159287,8,20
9.38176285177269,4.76862502772864,11,0
10.1555022695356,14.4377771976863,12,20
6.93700953410299,16.3364567531174,6,0
9.40331212170858,11.5638386020695,13,0
10.4156225675537,17.2186164965953,12,0
9.27988049558967,16.444008791852,12,0
11.2692630635184,5.41226313231308,7,20
10.5008561873957,13.8207282000512,5,20
11.4891931167653,0.301879645194654,14,20
6.28564463551473,14.6430543159287,8,20
9.31756895352756,4.76862502772864,16,20
11.5519942666392,14.4377771976863,6,0
11.8708165385015,16.3364567531174,11,0
10.9537825526597,11.5638386020695,18,20
9.931149867311,17.2186164965953,12,20
10.8357922367297,16.444008791852,6,0
8.59218831464979,5.41226313231308,7,20
9.39257504494736,13.8207282000512,14,20
10.7462559041624,0.301879645194654,8,0
11.6492330648443,14.6430543159287,11,0
13.5648550083914,4.76862502772864,7,20
9.28697419941498,14.4377771976863,10,0
8.78835309444108,16.3364567531174,5,0
12.9550629433581,11.5638386020695,13,0
11.7765340743562,17.2186164965953,9,0
6.98022842905943,16.444008791852,10,20
11.7431889393563,5.41226313231308,13,0
8.27900162419601,13.8207282000512,10,0
10.5162409235179,0.301879645194654,8,0
10.0687331027574,14.6430543159287,2,20
10.1725985092908,4.76862502772864,13,20
11.6330097518204,14.4377771976863,7,0
13.0217661791683,16.3364567531174,11,20
11.9136543108257,11.5638386020695,6,0
9.86992290202823,17.2186164965953,9,0
8.46858535725927,16.444008791852,10,0
7.88033889748402,5.41226313231308,13,0
13.0595688641198,13.8207282000512,11,0
6.96618106990481,0.301879645194654,16,20
8.06928635153692,14.6430543159287,5,20
13.5965198001767,4.76862502772864,5,20
9.45960328331251,14.4377771976863,8,0
6.4923105270626,16.3364567531174,9,20
8.96681274141369,11.5638386020695,10,20
6.04554669701318,17.2186164965953,7,20
11.3981713105665,16.444008791852,8,20
7.55202103623098,5.41226313231308,14,0
6.97132981956897,13.8207282000512,10,0
7.69348965381444,0.301879645194654,14,20
8.47654414832487,14.6430543159287,8,20
10.8146049767976,4.76862502772864,9,20
12.0239522232369,14.4377771976863,15,0
8.12190904883983,16.3364567531174,7,0
10.6297623095128,11.5638386020695,12,0
9.1970168665033,17.2186164965953,10,20
10.3595952892232,16.444008791852,13,20
9.69620795753025,5.41226313231308,8,20
9.31278007910891,13.8207282000512,7,20
9.88712239231747,0.301879645194654,18,0
10.422123659371,14.6430543159287,9,0
13.5035599896164,4.76862502772864,12,0
7.84749846870756,14.4377771976863,12,0
5.06860453631066,16.3364567531174,9,0
11.6577058858236,11.5638386020695,8,20
8.18649524206071,17.2186164965953,10,0
8.42515341979072,16.444008791852,8,0
11.4673954024518,5.41226313231308,7,20
10.54556754948,13.8207282000512,19,20
8.51815321521111,0.301879645194654,13,0
11.6492127183592,14.6430543159287,14,0
10.2776067354885,4.76862502772864,8,20
10.6505650039784,14.4377771976863,8,0
10.675550881261,16.3364567531174,4,20
11.602082933474,11.5638386020695,10,0
10.5120894907663,17.2186164965953,15,20
9.64318693426289,16.444008791852,11,0
12.5349452633489,5.41226313231308,6,0
8.813802150859,13.8207282000512,14,0
7.83516357722844,0.301879645194654,13,20
11.10055554582,14.6430543159287,7,0
13.13348283839,4.76862502772864,8,0
5.57612054385744,14.4377771976863,6,0
13.0524502293397,16.3364567531174,10,0
4.6446776360475,11.5638386020695,5,20
11.5981507297861,17.2186164965953,13,20
8.16943545512473,16.444008791852,9,0
10.4918518471197,5.41226313231308,5,20
7.48748528480973,13.8207282000512,15,0
11.2506145599972,0.301879645194654,4,20
9.44779042384413,14.6430543159287,12,20
6.96106325984311,4.76862502772864,6,20
5.53703631819041,14.4377771976863,14,20
11.2611867072603,16.3364567531174,11,20
8.31756018631681,11.5638386020695,17,0
8.89210288766774,17.2186164965953,10,0
11.599599861766,16.444008791852,12,0
7.12813257473675,5.41226313231308,11,20
11.8338361101227,13.8207282000512,9,20
10.8415625673629,0.301879645194654,12,0
9.16407756087728,14.6430543159287,7,0
5.19702295225605,4.76862502772864,8,0
10.1159207279519,14.4377771976863,10,0
6.99806372545384,16.3364567531174,8,0
10.2045140755392,11.5638386020695,6,20
11.7048323848312,17.2186164965953,9,20
7.75920518769605,16.444008791852,12,0
9.20985145613527,5.41226313231308,13,20
12.29426168947,13.8207282000512,12,20
15.1913299198726,0.301879645194654,9,0
11.4476648098902,14.6430543159287,12,20
9.82512538628694,4.76862502772864,14,0
4.71102819865909,14.4377771976863,10,20
8.9413366907733,16.3364567531174,14,20
11.5785885630479,11.5638386020695,13,20
8.78761090544293,17.2186164965953,15,20
12.2315822995912,16.444008791852,12,20
10.3542046936579,5.41226313231308,10,20
11.7175253211949,13.8207282000512,11,20
11.8469941750386,0.301879645194654,10,20
10.0712221679115,14.6430543159287,13,20
11.0356546686962,4.76862502772864,6,0
9.44227132235028,14.4377771976863,10,0
10.6246990488829,16.3364567531174,11,20
10.1545995337916,11.5638386020695,15,20
9.33368415967333,17.2186164965953,10,0
9.57606104741973,16.444008791852,6,20
9.41177215044418,5.41226313231308,9,0
7.96403466651384,13.8207282000512,12,0
12.6793589703599,0.301879645194654,12,0
10.2721977807942,14.6430543159287,8,20
7.05800161026752,4.76862502772864,15,0
7.92190689920488,14.4377771976863,10,20
11.666964793323,16.3364567531174,5,0
10.265532597502,11.5638386020695,8,0
9.57195391581445,17.2186164965953,8,20
8.97822427251502,16.444008791852,12,20
9.15249833437299,5.41226313231308,13,20
12.5725598593183,13.8207282000512,8,20
7.18499496660306,0.301879645194654,7,0
8.04517872065925,14.6430543159287,9,0
12.1599911228748,4.76862502772864,10,0
13.2228786391198,14.4377771976863,8,0
13.3523418197922,16.3364567531174,8,0
7.65838730965709,11.5638386020695,11,0
8.63520541961344,17.2186164965953,8,0
13.5160826416968,16.444008791852,9,20
12.3586304866891,5.41226313231308,10,0
12.0930158633571,13.8207282000512,10,0
10.1843485693453,0.301879645194654,7,0
4.83300858082445,14.6430543159287,7,0
11.6625606260192,4.76862502772864,14,0
11.7543253428477,14.4377771976863,13,0
10.3354355227296,16.3364567531174,8,0
6.93871463511374,11.5638386020695,11,0
10.2723419829348,17.2186164965953,12,0
4.49267506056728,16.444008791852,4,20
7.45317738725507,5.41226313231308,10,20
9.79259735732107,13.8207282000512,8,20
10.1784035092711,0.301879645194654,9,20
9.72979291042757,14.6430543159287,15,0
9.14984028378437,4.76862502772864,7,0
14.2273635616326,14.4377771976863,16,20
7.3474824471426,16.3364567531174,6,0
10.5387740355738,11.5638386020695,12,0
10.5196934694768,17.2186164965953,11,0
8.67822740889265,16.444008791852,8,0
11.4777411406829,5.41226313231308,12,0
13.2440054318293,13.8207282000512,14,0
6.99102946159498,0.301879645194654,6,0
10.4088054436522,14.6430543159287,7,0
9.74537967644034,4.76862502772864,10,0
10.7114466731702,14.4377771976863,10,20
7.15533867699972,16.3364567531174,3,20
9.46377454703318,11.5638386020695,8,20
11.2645877825998,17.2186164965953,17,0
8.87430001879762,16.444008791852,5,0
10.2262502189176,5.41226313231308,10,0
10.0528140736362,13.8207282000512,10,20
12.6086064159385,0.301879645194654,13,0
9.04075237104613,14.6430543159287,9,0
7.80922606138334,4.76862502772864,10,20
10.872676026827,14.4377771976863,6,20
11.0383905716532,16.3364567531174,13,20
8.07291748976697,11.5638386020695,9,20
9.13582030050412,17.2186164965953,9,0
12.3259631254228,16.444008791852,11,0
11.307698952043,5.41226313231308,10,20
10.1940383980821,13.8207282000512,10,0
5.44838228416751,0.301879645194654,10,20
8.63284090460698,14.6430543159287,8,20
8.35259420631299,4.76862502772864,16,0
9.13291979921141,14.4377771976863,11,20
9.7741872783873,16.3364567531174,8,0
12.5577597662878,11.5638386020695,11,0
8.38990570029337,17.2186164965953,11,20
9.2379353603529,16.444008791852,5,20
10.8624509947743,5.41226313231308,9,0
9.63609466560564,13.8207282000512,8,0
9.15089597748974,0.301879645194654,8,0
10.6955518107927,14.6430543159287,8,20
6.86347382191897,4.76862502772864,12,20
7.73106097640736,14.4377771976863,11,20
8.65216447380041,16.3364567531174,13,20
9.20229736525223,11.5638386020695,17,20
9.15305472349695,17.2186164965953,10,0
10.7454425269229,16.444008791852,9,0
8.70105191244152,5.41226313231308,15,20
9.6867511208678,13.8207282000512,14,0
6.30097794474535,0.301879645194654,3,20
10.5624541611382,14.6430543159287,10,20
12.2051273366661,4.76862502772864,12,20
9.60924977045253,14.4377771976863,14,0
12.1127659136527,16.3364567531174,10,20
7.37735987386576,11.5638386020695,13,20
10.8090669086447,17.2186164965953,15,0
7.45914773230323,16.444008791852,10,20
10.776365874827,5.41226313231308,11,0
8.00638156332823,13.8207282000512,6,0
11.0135242031263,0.301879645194654,8,0
7.14942947854619,14.6430543159287,15,0
10.7298249929554,4.76862502772864,13,20
10.676063608731,14.4377771976863,8,20
10.8174944706364,16.3364567531174,12,0
12.5506648424166,11.5638386020695,11,0
9.99007491219711,17.2186164965953,9,0
8.02133418996118,16.444008791852,7,20
11.0545993797436,5.41226313231308,6,20
8.92514280463116,13.8207282000512,10,20
12.2790077158349,0.301879645194654,11,0
9.51117865881761,14.6430543159287,11,0
9.79458470067962,4.76862502772864,12,20
11.3748441597708,14.4377771976863,11,0
8.65514324575265,16.3364567531174,8,20
9.69759092388089,11.5638386020695,8,20
10.3832318392133,17.2186164965953,7,0
11.2236087986173,16.444008791852,6,20
10.5691418478378,5.41226313231308,6,20
7.21322942539691,13.8207282000512,13,0
12.7874324624894,0.301879645194654,6,20
12.9526812729419,14.6430543159287,6,0
11.8543944552844,4.76862502772864,12,20
13.1166815976655,14.4377771976863,8,20
13.3346916285427,16.3364567531174,13,0
8.07718866172429,11.5638386020695,11,20
10.5254241113789,17.2186164965953,15,20
7.92967596946908,16.444008791852,4,0
9.34222173700757,5.41226313231308,5,20
12.1967481096911,13.8207282000512,9,20
9.11040476059318,0.301879645194654,9,0
12.385025140361,14.6430543159287,11,0
11.9425250268261,4.76862502772864,14,0
12.8314570415511,14.4377771976863,8,20
10.9797917597483,16.3364567531174,10,20
13.854497869549,11.5638386020695,8,0
8.89861608064604,17.2186164965953,9,0
8.94835965438713,16.444008791852,6,0
12.6609057383081,5.41226313231308,7,0
11.0595069757078,13.8207282000512,10,20
5.45101930226146,0.301879645194654,7,0
10.5023784442129,14.6430543159287,11,0
10.1122928110241,4.76862502772864,18,20
11.7783561882287,14.4377771976863,4,0
10.0856853566573,16.3364567531174,8,20
14.5373092815385,11.5638386020695,8,20
10.3163691512603,17.2186164965953,9,20
9.66128284633111,16.444008791852,16,20
11.3270500823414,5.41226313231308,7,20
12.366131328382,13.8207282000512,8,20
8.50764924709507,0.301879645194654,14,20
8.63010951921677,14.6430543159287,10,20
12.5379016052416,4.76862502772864,7,20
6.65062740500952,14.4377771976863,10,0
11.610325017847,16.3364567531174,9,0
9.67331800524606,11.5638386020695,7,20
10.0302379753101,17.2186164965953,13,0
10.7559528957305,16.444008791852,12,0
9.58566844687812,5.41226313231308,12,0
12.4063648848603,13.8207282000512,11,0
6.65887329261715,0.301879645194654,12,20
8.14810432026137,14.6430543159287,12,20
12.8641024321004,4.76862502772864,6,0
9.83676973673986,14.4377771976863,8,20
12.6883364714113,16.3364567531174,9,20
8.83275542808269,11.5638386020695,7,0
9.89964625464302,17.2186164965953,18,0
9.19258184589805,16.444008791852,6,20
8.99009433401281,5.41226313231308,12,20
9.9099784134906,13.8207282000512,14,0
8.70676788831106,0.301879645194654,9,20
13.6209284713658,14.6430543159287,6,0
15.7274408811895,4.76862502772864,9,0
10.0807921588152,14.4377771976863,12,0
9.83227733672742,16.3364567531174,7,20
5.24526756805772,11.5638386020695,10,0
10.6559402654247,17.2186164965953,14,20
11.5663876528422,16.444008791852,11,20
9.48817412813893,5.41226313231308,11,0
7.69824379134045,13.8207282000512,9,20
9.58979930823623,0.301879645194654,8,20
12.1865367631077,14.6430543159287,12,20
6.68442440367419,4.76862502772864,8,20
9.61996850139672,14.4377771976863,7,0
11.5898978622699,16.3364567531174,6,0
12.9245389691794,11.5638386020695,8,20
10.5930714961607,17.2186164965953,9,0
11.5694669771465,16.444008791852,10,20
12.511181257466,5.41226313231308,14,0
8.44385611789369,13.8207282000512,11,0
9.58150381614484,0.301879645194654,11,20
7.51947254855038,14.6430543159287,11,20
13.4167065171853,4.76862502772864,9,20
9.60594137338984,14.4377771976863,8,0
15.4524110099507,16.3364567531174,10,20
9.32324340246582,11.5638386020695,7,0
10.87246154576,17.2186164965953,5,20
10.4934635067191,16.444008791852,11,0
12.2313347773368,5.41226313231308,10,20
8.62867295504892,13.8207282000512,13,20
10.4136250181931,0.301879645194654,14,20
13.363687005075,14.6430543159287,12,0
11.2838634291471,4.76862502772864,8,20
10.125749490751,14.4377771976863,12,20
9.50884459057918,16.3364567531174,9,20
12.5864392435335,11.5638386020695,15,0
11.5217280900574,17.2186164965953,6,0
11.5866537897063,16.444008791852,8,20
10.4273891638222,5.41226313231308,11,0
12.0228143105363,13.8207282000512,9,0
10.6467042782506,0.301879645194654,13,20
10.0640694587977,14.6430543159287,11,20
5.83375545132678,4.76862502772864,9,20
9.68968480546093,14.4377771976863,14,0
9.06882788512251,16.3364567531174,7,0
11.3078110540079,11.5638386020695,12,0
11.1156123940861,17.2186164965953,12,20
12.1681865243564,16.444008791852,9,20
11.2138327349871,5.41226313231308,8,0
9.1495402532828,13.8207282000512,14,20
13.6309350339829,0.301879645194654,9,0
8.65440358644164,14.6430543159287,8,20
10.0023684545653,4.76862502772864,10,0
8.77044783247043,14.4377771976863,13,0
9.07374273292787,16.3364567531174,9,0
8.05265189971185,11.5638386020695,9,20
7.86781799316507,17.2186164965953,11,0
10.8192527059877,16.444008791852,10,0
6.99476726721331,5.41226313231308,8,20
13.0795943806589,13.8207282000512,14,0
10.3345106588379,0.301879645194654,9,0
8.02059528920707,14.6430543159287,10,0
10.215239507501,4.76862502772864,12,20
8.14908399436106,14.4377771976863,12,20
8.89534197282619,16.3364567531174,14,0
11.1591909801515,11.5638386020695,3,0
9.59481953061721,17.2186164965953,11,20
9.8622488384111,16.444008791852,9,20
8.65013636103454,5.41226313231308,5,0
11.3877005288523,13.8207282000512,11,0
14.6598052693665,0.301879645194654,12,0
9.95718224248662,14.6430543159287,7,20
10.6277011778338,4.76862502772864,8,20
8.07695883728564,14.4377771976863,11,0
11.0142915635708,16.3364567531174,10,0
9.44094623620365,11.5638386020695,12,20
10.9802358652629,17.2186164965953,8,0
9.9632920377767,16.444008791852,7,0
10.7932049670654,5.41226313231308,17,0
11.8465789821884,13.8207282000512,9,20
10.0117134981739,0.301879645194654,6,0
8.87945415860874,14.6430543159287,11,0
11.3967283682114,4.76862502772864,9,0
6.27728051950394,14.4377771976863,5,20
11.8025054089509,16.3364567531174,14,0
9.89281947649648,11.5638386020695,11,20
9.80121954977463,17.2186164965953,18,0
10.3245912828097,16.444008791852,6,0
10.3374960493771,5.41226313231308,10,0
12.9049065015321,13.8207282000512,8,0
7.30928201110499,0.301879645194654,10,20
7.65074864350757,14.6430543159287,9,0
8.87236836159138,4.76862502772864,8,20
11.5152574473401,14.4377771976863,10,20
9.83104769900188,16.3364567531174,18,20
8.28312872555878,11.5638386020695,9,20
9.20352939081995,17.2186164965953,15,0
12.5066605840569,16.444008791852,6,0
13.4216388162608,5.41226313231308,4,0
10.9932388684075,13.8207282000512,5,0
10.3521979883933,0.301879645194654,11,0
11.544772384351,14.6430543159287,14,0
7.83049651998018,4.76862502772864,11,20
9.88104609069837,14.4377771976863,9,20
10.6146817718386,16.3364567531174,16,20
8.83758807553268,11.5638386020695,14,20
9.86007209303858,17.2186164965953,16,20
7.63383278410213,16.444008791852,12,20
8.14262850984898,5.41226313231308,8,20
8.42774931565328,13.8207282000512,7,0
7.86079083456127,0.301879645194654,10,20
11.2431244125257,14.6430543159287,5,0
11.5254067949761,4.76862502772864,13,20
8.646817387305,14.4377771976863,10,0
10.7608831102373,16.3364567531174,14,0
4.58486488082236,11.5638386020695,2,20
12.3289055019576,17.2186164965953,12,20
9.90052747908511,16.444008791852,14,0
9.07865057161146,5.41226313231308,9,20
11.4555806512835,13.8207282000512,5,20
10.3947148643151,0.301879645194654,16,20
7.4102913610319,14.6430543159287,11,20
10.6040194111293,4.76862502772864,9,0
9.23936244491456,14.4377771976863,12,0
7.14534636590992,16.3364567531174,9,20
9.62246756628784,11.5638386020695,15,20
14.0026063755184,17.2186164965953,9,20
8.48890677913814,16.444008791852,9,20
11.5035972805628,5.41226313231308,8,20
8.1727046635487,13.8207282000512,10,0
12.1741792687275,0.301879645194654,3,20
7.22067708782495,14.6430543159287,7,0
10.1894370092378,4.76862502772864,9,0
6.35115319786957,14.4377771976863,6,0
12.1102307862246,16.3364567531174,6,0
9.54360478902644,11.5638386020695,14,20
9.40230791908385,17.2186164965953,7,20
10.4272785976818,16.444008791852,7,0
13.9304901763388,5.41226313231308,12,20
8.56723219116663,13.8207282000512,11,20
11.6065054379875,0.301879645194654,4,0
8.36119090105922,14.6430543159287,14,0
8.22219316133214,4.76862502772864,9,0
12.2234192435174,14.4377771976863,12,0
12.6923962251728,16.3364567531174,9,0
11.8743686098737,11.5638386020695,13,20
11.782845029046,17.2186164965953,13,0
8.73435524708336,16.444008791852,13,20
6.75049743973668,5.41226313231308,8,0
14.26263622959,13.8207282000512,9,20
8.67559576043528,0.301879645194654,14,0
12.4563675809874,14.6430543159287,6,20
7.27739641572315,4.76862502772864,10,20
12.5297558536293,14.4377771976863,15,20
7.90479616523221,16.3364567531174,10,20
11.3285407949424,11.5638386020695,3,20
8.34040067091913,17.2186164965953,8,0
10.9831454360164,16.444008791852,10,20
6.91915198525235,5.41226313231308,8,0
11.1492825545922,13.8207282000512,8,0
9.07567121363797,0.301879645194654,9,0
13.3747245880242,14.6430543159287,13,0
6.23069569928126,4.76862502772864,11,20
15.0455607864393,14.4377771976863,19,0
8.57903026046299,16.3364567531174,7,20
15.9239578047231,11.5638386020695,13,20
10.4829391217448,17.2186164965953,8,0
6.81463197948737,16.444008791852,10,0
8.3107089760815,5.41226313231308,12,0
11.4493039205162,13.8207282000512,7,20
7.58807189760572,0.301879645194654,9,20
9.76386478212359,14.6430543159287,7,20
9.49878132234559,4.76862502772864,12,0
6.65957752945506,14.4377771976863,14,20
8.38351936255875,16.3364567531174,9,0
14.3549734917345,11.5638386020695,12,0
12.3887429777012,17.2186164965953,10,20
5.71082677534111,16.444008791852,8,0
10.0153117790713,5.41226313231308,7,20
9.64069474218054,13.8207282000512,14,20
12.6186765576766,0.301879645194654,7,0
9.52868470932726,14.6430543159287,5,0
7.04486799291655,4.76862502772864,7,0
6.69144286176398,14.4377771976863,7,20
11.2059898200761,16.3364567531174,10,0
11.5655427244673,11.5638386020695,8,20
7.61474889723466,17.2186164965953,15,20
9.12952012750719,16.444008791852,7,0
9.74988129465627,5.41226313231308,16,20
9.09249672537858,13.8207282000512,10,20
8.3104130771338,0.301879645194654,10,20
11.0799440385796,14.6430543159287,8,20
9.75026699717137,4.76862502772864,10,0
10.5881354435115,14.4377771976863,16,0
10.5139740566617,16.3364567531174,12,20
10.4767409834019,11.5638386020695,13,0
9.11733831587496,17.2186164965953,11,20
11.8241980041717,16.444008791852,11,0
11.4117114729871,5.41226313231308,8,0
7.69344033991797,13.8207282000512,12,20
10.214893256816,0.301879645194654,16,0
8.31870178169367,14.6430543159287,9,20
5.63008724099485,4.76862502772864,18,20
11.5732300411445,14.4377771976863,16,20
9.19393287731045,16.3364567531174,10,0
9.18843353810957,11.5638386020695,9,20
10.3026035285726,17.2186164965953,9,0
10.4799991876652,16.444008791852,8,20
10.7166775416002,5.41226313231308,13,20
10.0119936866557,13.8207282000512,6,0
11.9838474692286,0.301879645194654,10,0
8.81343967153573,14.6430543159287,8,20
12.7972878144975,4.76862502772864,9,0
8.42970194363077,14.4377771976863,7,0
11.9199891361447,16.3364567531174,10,0
9.1888503697945,11.5638386020695,11,20
9.89860537217169,17.2186164965953,15,20
9.34911343183342,16.444008791852,13,20
8.8989170159125,5.41226313231308,10,20
9.3188073176925,13.8207282000512,15,20
10.159486029094,0.301879645194654,9,20
6.63940624243408,14.6430543159287,17,20
11.8847618149235,4.76862502772864,10,20
8.41492243498157,14.4377771976863,10,20
7.02109249778953,16.3364567531174,9,0
10.5951860135292,11.5638386020695,10,0
10.7025643682129,17.2186164965953,11,20
10.3919774969967,16.444008791852,7,20
11.7001234674545,5.41226313231308,7,0
10.4958175349124,13.8207282000512,11,20
8.45061509717924,0.301879645194654,12,0
11.7621351902639,14.6430543159287,10,20
17.6347534581077,4.76862502772864,8,0
9.30302180931626,14.4377771976863,10,0
10.1950043419751,16.3364567531174,22,0
10.5473140236475,11.5638386020695,6,0
10.4012821858389,17.2186164965953,15,0
12.6632012077308,16.444008791852,9,0
13.2210344828219,5.41226313231308,5,20
10.1400413643121,13.8207282000512,15,20
7.05168314424477,0.301879645194654,8,20
7.88872662246682,14.6430543159287,7,20
11.3850056384931,4.76862502772864,11,20
7.42415126230897,14.4377771976863,10,0
9.57832789969665,16.3364567531174,7,20
6.74036187623142,11.5638386020695,12,0
12.7522701827302,17.2186164965953,6,0
8.92205070954602,16.444008791852,6,20
11.3523159099665,5.41226313231308,9,20
9.75081402469827,13.8207282000512,12,0
12.4646184258092,0.301879645194654,7,0
10.7023875492476,14.6430543159287,13,20
10.2241811872842,4.76862502772864,13,20
8.53010306870646,14.4377771976863,9,20
11.1530717235466,16.3364567531174,9,0
17.2732804326088,11.5638386020695,7,0
10.9357702472783,17.2186164965953,6,0
7.14516568200928,16.444008791852,9,0
9.64805693246161,5.41226313231308,10,0
6.05729286300653,13.8207282000512,11,20
9.31239125983728,0.301879645194654,12,20
8.52862462652363,14.6430543159287,7,0
11.6252890479413,4.76862502772864,3,20
7.54710620706466,14.4377771976863,9,20
9.09590424718742,16.3364567531174,11,20
8.55856186222794,11.5638386020695,12,20
4.3278362387299,17.2186164965953,13,20
10.0150131254825,16.444008791852,6,0
14.4179803044431,5.41226313231308,5,0
10.722450848391,13.8207282000512,13,20
9.58772864867545,0.301879645194654,11,20
9.83431893079726,14.6430543159287,12,20
9.34210931741911,4.76862502772864,10,20
6.64907742319,14.4377771976863,7,20
10.955272154903,16.3364567531174,11,20
9.09268232529867,11.5638386020695,12,0
8.78907978321742,17.2186164965953,5,20
8.9678744419517,16.444008791852,11,0
10.762504884173,5.41226313231308,10,0
12.9522292512891,13.8207282000512,12,0
8.57816757666012,0.301879645194654,18,0
9.2559764403896,14.6430543159287,11,20
9.2241109806609,4.76862502772864,6,20
13.1396367993318,14.4377771976863,5,20
10.3132523757399,16.3364567531174,7,0
9.20420056223204,11.5638386020695,7,20
13.7653253139746,17.2186164965953,17,0
12.0687907296651,16.444008791852,14,0
11.6235245392862,5.41226313231308,10,20
11.2198534090547,13.8207282000512,11,20
5.07263161853614,0.301879645194654,10,20
8.52537367101469,14.6430543159287,10,0
10.1324144916805,4.76862502772864,10,0
8.0838711930192,14.4377771976863,7,20
6.77337341301484,16.3364567531174,13,0
10.4521953748853,11.5638386020695,9,0
5.22073608509773,17.2186164965953,7,20
12.9216043067872,16.444008791852,14,20
11.7486305967351,5.41226313231308,8,20
12.4124734250695,13.8207282000512,10,0
11.6052739519315,0.301879645194654,8,20
12.2438842205052,14.6430543159287,19,0
10.6461849970746,4.76862502772864,15,20
14.5621767823326,14.4377771976863,15,20
12.774718585654,16.3364567531174,14,0
8.77745814413365,11.5638386020695,8,20
8.52889045426919,17.2186164965953,5,20
9.48117578632147,16.444008791852,9,20
15.0993393240234,5.41226313231308,21,20
11.2372718377478,13.8207282000512,6,20
10.24869234904,0.301879645194654,5,20
9.93504750964239,14.6430543159287,13,20
10.0280305100698,4.76862502772864,6,0
12.1476235477561,14.4377771976863,5,0
3.77691183385118,16.3364567531174,9,0
6.89403993449879,11.5638386020695,8,0
12.1528922799339,17.2186164965953,9,0
11.2994051046291,16.444008791852,8,0
10.2793752468343,5.41226313231308,10,0
9.91087573649785,13.8207282000512,12,20
