x y
1.92 -3
1.95 -3
1.98 -3
2.01 -3
2.04 -3
2.07 -3
2.1 -3
2.13 -3
2.16 -3
2.19 -3
2.22 -3
2.25 -3
2.28 -3
2.31 -3
2.34 -3
2.37 -3
2.4 -3
2.43 -3
2.46 -3
2.49 -3
2.52 -3
2.55 -3
2.58 -3
2.61 -3
2.64 -3
2.67 -3
2.7 -3
2.73 -3
2.76 -3
2.79 -3
2.82 -3
2.85 -3
2.88 -3
2.91 -3
2.94 -3
2.97 -3
3 -3
-3 -2.97
-2.97 -2.97
-2.94 -2.97
-2.91 -2.97
-2.88 -2.97
-2.85 -2.97
-2.82 -2.97
-2.79 -2.97
-2.76 -2.97
-2.73 -2.97
-2.7 -2.97
-2.67 -2.97
-2.64 -2.97
-2.61 -2.97
-2.58 -2.97
-2.55 -2.97
-2.52 -2.97
-2.49 -2.97
-2.46 -2.97
-2.43 -2.97
-2.4 -2.97
-2.37 -2.97
-2.34 -2.97
-2.31 -2.97
-2.28 -2.97
-2.25 -2.97
-2.22 -2.97
-2.19 -2.97
-2.16 -2.97
-2.13 -2.97
-2.1 -2.97
-2.07 -2.97
-2.04 -2.97
-2.01 -2.97
-1.98 -2.97
-1.95 -2.97
-1.92 -2.97
-1.89 -2.97
-1.86 -2.97
-1.83 -2.97
-1.8 -2.97
-1.77 -2.97
-1.74 -2.97
-1.71 -2.97
-1.68 -2.97
-1.65 -2.97
-1.62 -2.97
-1.59 -2.97
-1.56 -2.97
-1.53 -2.97
-1.5 -2.97
-1.47 -2.97
-1.44 -2.97
-1.41 -2.97
-1.38 -2.97
-1.35 -2.97
-1.32 -2.97
-1.29 -2.97
-1.26 -2.97
-1.23 -2.97
-1.2 -2.97
-1.17 -2.97
-1.14 -2.97
-1.11 -2.97
-1.08 -2.97
-1.05 -2.97
-1.02 -2.97
-0.99 -2.97
-0.96 -2.97
-0.93 -2.97
-0.9 -2.97
-0.87 -2.97
-0.84 -2.97
-0.81 -2.97
-0.78 -2.97
-0.75 -2.97
-0.72 -2.97
-0.69 -2.97
-0.66 -2.97
-0.63 -2.97
-0.6 -2.97
-0.57 -2.97
-0.54 -2.97
-0.51 -2.97
-0.48 -2.97
-0.45 -2.97
-0.42 -2.97
-0.39 -2.97
-0.36 -2.97
-0.33 -2.97
-0.3 -2.97
-0.27 -2.97
-0.24 -2.97
-0.21 -2.97
-0.18 -2.97
-0.15 -2.97
-0.12 -2.97
-0.0900000000000003 -2.97
-0.0600000000000001 -2.97
-0.0300000000000002 -2.97
0 -2.97
0.0299999999999998 -2.97
0.0600000000000001 -2.97
0.0899999999999999 -2.97
0.12 -2.97
0.15 -2.97
0.18 -2.97
0.21 -2.97
0.24 -2.97
0.27 -2.97
0.3 -2.97
0.33 -2.97
0.36 -2.97
0.39 -2.97
0.42 -2.97
0.45 -2.97
0.48 -2.97
0.51 -2.97
0.54 -2.97
0.57 -2.97
0.6 -2.97
0.63 -2.97
0.66 -2.97
0.69 -2.97
0.72 -2.97
0.75 -2.97
0.78 -2.97
0.81 -2.97
0.84 -2.97
0.87 -2.97
0.9 -2.97
0.93 -2.97
0.96 -2.97
0.99 -2.97
1.02 -2.97
1.05 -2.97
1.08 -2.97
1.11 -2.97
1.14 -2.97
1.17 -2.97
1.2 -2.97
1.23 -2.97
1.26 -2.97
1.29 -2.97
1.32 -2.97
1.35 -2.97
1.38 -2.97
1.41 -2.97
1.44 -2.97
1.47 -2.97
1.5 -2.97
1.53 -2.97
1.56 -2.97
1.59 -2.97
1.62 -2.97
1.65 -2.97
1.68 -2.97
1.71 -2.97
1.74 -2.97
1.77 -2.97
1.8 -2.97
1.83 -2.97
1.86 -2.97
1.89 -2.97
1.92 -2.97
1.95 -2.97
1.98 -2.97
2.01 -2.97
2.04 -2.97
2.07 -2.97
2.1 -2.97
2.13 -2.97
2.16 -2.97
2.19 -2.97
2.22 -2.97
2.25 -2.97
2.28 -2.97
2.31 -2.97
2.34 -2.97
2.37 -2.97
2.4 -2.97
2.43 -2.97
2.46 -2.97
2.49 -2.97
2.52 -2.97
2.55 -2.97
2.58 -2.97
2.61 -2.97
2.64 -2.97
2.67 -2.97
2.7 -2.97
2.73 -2.97
2.76 -2.97
2.79 -2.97
2.82 -2.97
2.85 -2.97
2.88 -2.97
2.91 -2.97
2.94 -2.97
2.97 -2.97
3 -2.97
-3 -2.94
-2.97 -2.94
-2.94 -2.94
-2.91 -2.94
-2.88 -2.94
-2.85 -2.94
-2.82 -2.94
-2.79 -2.94
-2.76 -2.94
-2.73 -2.94
-2.7 -2.94
-2.67 -2.94
-2.64 -2.94
-2.61 -2.94
-2.58 -2.94
-2.55 -2.94
-2.52 -2.94
-2.49 -2.94
-2.46 -2.94
-2.43 -2.94
-2.4 -2.94
-2.37 -2.94
-2.34 -2.94
-2.31 -2.94
-2.28 -2.94
-2.25 -2.94
-2.22 -2.94
-2.19 -2.94
-2.16 -2.94
-2.13 -2.94
-2.1 -2.94
-2.07 -2.94
-2.04 -2.94
-2.01 -2.94
-1.98 -2.94
-1.95 -2.94
-1.92 -2.94
-1.89 -2.94
-1.86 -2.94
-1.83 -2.94
-1.8 -2.94
-1.77 -2.94
-1.74 -2.94
-1.71 -2.94
-1.68 -2.94
-1.65 -2.94
-1.62 -2.94
-1.59 -2.94
-1.56 -2.94
-1.53 -2.94
-1.5 -2.94
-1.47 -2.94
-1.44 -2.94
-1.41 -2.94
-1.38 -2.94
-1.35 -2.94
-1.32 -2.94
-1.29 -2.94
-1.26 -2.94
-1.23 -2.94
-1.2 -2.94
-1.17 -2.94
-1.14 -2.94
-1.11 -2.94
-1.08 -2.94
-1.05 -2.94
-1.02 -2.94
-0.99 -2.94
-0.96 -2.94
-0.93 -2.94
-0.9 -2.94
-0.87 -2.94
-0.84 -2.94
-0.81 -2.94
-0.78 -2.94
-0.75 -2.94
-0.72 -2.94
-0.69 -2.94
-0.66 -2.94
-0.63 -2.94
-0.6 -2.94
-0.57 -2.94
-0.54 -2.94
-0.51 -2.94
-0.48 -2.94
-0.45 -2.94
-0.42 -2.94
-0.39 -2.94
-0.36 -2.94
-0.33 -2.94
-0.3 -2.94
-0.27 -2.94
-0.24 -2.94
-0.21 -2.94
-0.18 -2.94
-0.15 -2.94
-0.12 -2.94
-0.0900000000000003 -2.94
-0.0600000000000001 -2.94
-0.0300000000000002 -2.94
0 -2.94
0.0299999999999998 -2.94
0.0600000000000001 -2.94
0.0899999999999999 -2.94
0.12 -2.94
0.15 -2.94
0.18 -2.94
0.21 -2.94
0.24 -2.94
0.27 -2.94
0.3 -2.94
0.33 -2.94
0.36 -2.94
0.39 -2.94
0.42 -2.94
0.45 -2.94
0.48 -2.94
0.51 -2.94
0.54 -2.94
0.57 -2.94
0.6 -2.94
0.63 -2.94
0.66 -2.94
0.69 -2.94
0.72 -2.94
0.75 -2.94
0.78 -2.94
0.81 -2.94
0.84 -2.94
0.87 -2.94
0.9 -2.94
0.93 -2.94
0.96 -2.94
0.99 -2.94
1.02 -2.94
1.05 -2.94
1.08 -2.94
1.11 -2.94
1.14 -2.94
1.17 -2.94
1.2 -2.94
1.23 -2.94
1.26 -2.94
1.29 -2.94
1.32 -2.94
1.35 -2.94
1.38 -2.94
1.41 -2.94
1.44 -2.94
1.47 -2.94
1.5 -2.94
1.53 -2.94
1.56 -2.94
1.59 -2.94
1.62 -2.94
1.65 -2.94
1.68 -2.94
1.71 -2.94
1.74 -2.94
1.77 -2.94
1.8 -2.94
1.83 -2.94
1.86 -2.94
1.89 -2.94
1.92 -2.94
1.95 -2.94
1.98 -2.94
2.01 -2.94
2.04 -2.94
2.07 -2.94
2.1 -2.94
2.13 -2.94
2.16 -2.94
2.19 -2.94
2.22 -2.94
2.25 -2.94
2.28 -2.94
2.31 -2.94
2.34 -2.94
2.37 -2.94
2.4 -2.94
2.43 -2.94
2.46 -2.94
2.49 -2.94
2.52 -2.94
2.55 -2.94
2.58 -2.94
2.61 -2.94
2.64 -2.94
2.67 -2.94
2.7 -2.94
2.73 -2.94
2.76 -2.94
2.79 -2.94
2.82 -2.94
2.85 -2.94
2.88 -2.94
2.91 -2.94
2.94 -2.94
2.97 -2.94
3 -2.94
-3 -2.91
-2.97 -2.91
-2.94 -2.91
-2.91 -2.91
-2.88 -2.91
-2.85 -2.91
-2.82 -2.91
-2.79 -2.91
-2.76 -2.91
-2.73 -2.91
-2.7 -2.91
-2.67 -2.91
-2.64 -2.91
-2.61 -2.91
-2.58 -2.91
-2.55 -2.91
-2.52 -2.91
-2.49 -2.91
-2.46 -2.91
-2.43 -2.91
-2.4 -2.91
-2.37 -2.91
-2.34 -2.91
-2.31 -2.91
-2.28 -2.91
-2.25 -2.91
-2.22 -2.91
-2.19 -2.91
-2.16 -2.91
-2.13 -2.91
-2.1 -2.91
-2.07 -2.91
-2.04 -2.91
-2.01 -2.91
-1.98 -2.91
-1.95 -2.91
-1.92 -2.91
-1.89 -2.91
-1.86 -2.91
-1.83 -2.91
-1.8 -2.91
-1.77 -2.91
-1.74 -2.91
-1.71 -2.91
-1.68 -2.91
-1.65 -2.91
-1.62 -2.91
-1.59 -2.91
-1.56 -2.91
-1.53 -2.91
-1.5 -2.91
-1.47 -2.91
-1.44 -2.91
-1.41 -2.91
-1.38 -2.91
-1.35 -2.91
-1.32 -2.91
-1.29 -2.91
-1.26 -2.91
-1.23 -2.91
-1.2 -2.91
-1.17 -2.91
-1.14 -2.91
-1.11 -2.91
-1.08 -2.91
-1.05 -2.91
-1.02 -2.91
-0.99 -2.91
-0.96 -2.91
-0.93 -2.91
-0.9 -2.91
-0.87 -2.91
-0.84 -2.91
-0.81 -2.91
-0.78 -2.91
-0.75 -2.91
-0.72 -2.91
-0.69 -2.91
-0.66 -2.91
-0.63 -2.91
-0.6 -2.91
-0.57 -2.91
-0.54 -2.91
-0.51 -2.91
-0.48 -2.91
-0.45 -2.91
-0.42 -2.91
-0.39 -2.91
-0.36 -2.91
-0.33 -2.91
-0.3 -2.91
-0.27 -2.91
-0.24 -2.91
-0.21 -2.91
-0.18 -2.91
-0.15 -2.91
-0.12 -2.91
-0.0900000000000003 -2.91
-0.0600000000000001 -2.91
-0.0300000000000002 -2.91
0 -2.91
0.0299999999999998 -2.91
0.0600000000000001 -2.91
0.0899999999999999 -2.91
0.12 -2.91
0.15 -2.91
0.18 -2.91
0.21 -2.91
0.24 -2.91
0.27 -2.91
0.3 -2.91
0.33 -2.91
0.36 -2.91
0.39 -2.91
0.42 -2.91
0.45 -2.91
0.48 -2.91
0.51 -2.91
0.54 -2.91
0.57 -2.91
0.6 -2.91
0.63 -2.91
0.66 -2.91
0.69 -2.91
0.72 -2.91
0.75 -2.91
0.78 -2.91
0.81 -2.91
0.84 -2.91
0.87 -2.91
0.9 -2.91
0.93 -2.91
0.96 -2.91
0.99 -2.91
1.02 -2.91
1.05 -2.91
1.08 -2.91
1.11 -2.91
1.14 -2.91
1.17 -2.91
1.2 -2.91
1.23 -2.91
1.26 -2.91
1.29 -2.91
1.32 -2.91
1.35 -2.91
1.38 -2.91
1.41 -2.91
1.44 -2.91
1.47 -2.91
1.5 -2.91
1.53 -2.91
1.56 -2.91
1.59 -2.91
1.62 -2.91
1.65 -2.91
1.68 -2.91
1.71 -2.91
1.74 -2.91
1.77 -2.91
1.8 -2.91
1.83 -2.91
1.86 -2.91
1.89 -2.91
1.92 -2.91
1.95 -2.91
1.98 -2.91
2.01 -2.91
2.04 -2.91
2.07 -2.91
2.1 -2.91
2.13 -2.91
2.16 -2.91
2.19 -2.91
2.22 -2.91
2.25 -2.91
2.28 -2.91
2.31 -2.91
2.34 -2.91
2.37 -2.91
2.4 -2.91
2.43 -2.91
2.46 -2.91
2.49 -2.91
2.52 -2.91
2.55 -2.91
2.58 -2.91
2.61 -2.91
2.64 -2.91
2.67 -2.91
2.7 -2.91
2.73 -2.91
2.76 -2.91
2.79 -2.91
2.82 -2.91
2.85 -2.91
2.88 -2.91
2.91 -2.91
2.94 -2.91
2.97 -2.91
3 -2.91
-3 -2.88
-2.97 -2.88
-2.94 -2.88
-2.91 -2.88
-2.88 -2.88
-2.85 -2.88
-2.82 -2.88
-2.79 -2.88
-2.76 -2.88
-2.73 -2.88
-2.7 -2.88
-2.67 -2.88
-2.64 -2.88
-2.61 -2.88
-2.58 -2.88
-2.55 -2.88
-2.52 -2.88
-2.49 -2.88
-2.46 -2.88
-2.43 -2.88
-2.4 -2.88
-2.37 -2.88
-2.34 -2.88
-2.31 -2.88
-2.28 -2.88
-2.25 -2.88
-2.22 -2.88
-2.19 -2.88
-2.16 -2.88
-2.13 -2.88
-2.1 -2.88
-2.07 -2.88
-2.04 -2.88
-2.01 -2.88
-1.98 -2.88
-1.95 -2.88
-1.92 -2.88
-1.89 -2.88
-1.86 -2.88
-1.83 -2.88
-1.8 -2.88
-1.77 -2.88
-1.74 -2.88
-1.71 -2.88
-1.68 -2.88
-1.65 -2.88
-1.62 -2.88
-1.59 -2.88
-1.56 -2.88
-1.53 -2.88
-1.5 -2.88
-1.47 -2.88
-1.44 -2.88
-1.41 -2.88
-1.38 -2.88
-1.35 -2.88
-1.32 -2.88
-1.29 -2.88
-1.26 -2.88
-1.23 -2.88
-1.2 -2.88
-1.17 -2.88
-1.14 -2.88
-1.11 -2.88
-1.08 -2.88
-1.05 -2.88
-1.02 -2.88
-0.99 -2.88
-0.96 -2.88
-0.93 -2.88
-0.9 -2.88
-0.87 -2.88
-0.84 -2.88
-0.81 -2.88
-0.78 -2.88
-0.75 -2.88
-0.72 -2.88
-0.69 -2.88
-0.66 -2.88
-0.63 -2.88
-0.6 -2.88
-0.57 -2.88
-0.54 -2.88
-0.51 -2.88
-0.48 -2.88
-0.45 -2.88
-0.42 -2.88
-0.39 -2.88
-0.36 -2.88
-0.33 -2.88
-0.3 -2.88
-0.27 -2.88
-0.24 -2.88
-0.21 -2.88
-0.18 -2.88
-0.15 -2.88
-0.12 -2.88
-0.0900000000000003 -2.88
-0.0600000000000001 -2.88
-0.0300000000000002 -2.88
0 -2.88
0.0299999999999998 -2.88
0.0600000000000001 -2.88
0.0899999999999999 -2.88
0.12 -2.88
0.15 -2.88
0.18 -2.88
0.21 -2.88
0.24 -2.88
0.27 -2.88
0.3 -2.88
0.33 -2.88
0.36 -2.88
0.39 -2.88
0.42 -2.88
0.45 -2.88
0.48 -2.88
0.51 -2.88
0.54 -2.88
0.57 -2.88
0.6 -2.88
0.63 -2.88
0.66 -2.88
0.69 -2.88
0.72 -2.88
0.75 -2.88
0.78 -2.88
0.81 -2.88
0.84 -2.88
0.87 -2.88
0.9 -2.88
0.93 -2.88
0.96 -2.88
0.99 -2.88
1.02 -2.88
1.05 -2.88
1.08 -2.88
1.11 -2.88
1.14 -2.88
1.17 -2.88
1.2 -2.88
1.23 -2.88
1.26 -2.88
1.29 -2.88
1.32 -2.88
1.35 -2.88
1.38 -2.88
1.41 -2.88
1.44 -2.88
1.47 -2.88
1.5 -2.88
1.53 -2.88
1.56 -2.88
1.59 -2.88
1.62 -2.88
1.65 -2.88
1.68 -2.88
1.71 -2.88
1.74 -2.88
1.77 -2.88
1.8 -2.88
1.83 -2.88
1.86 -2.88
1.89 -2.88
1.92 -2.88
1.95 -2.88
1.98 -2.88
2.01 -2.88
2.04 -2.88
2.07 -2.88
2.1 -2.88
2.13 -2.88
2.16 -2.88
2.19 -2.88
2.22 -2.88
2.25 -2.88
2.28 -2.88
2.31 -2.88
2.34 -2.88
2.37 -2.88
2.4 -2.88
2.43 -2.88
2.46 -2.88
2.49 -2.88
2.52 -2.88
2.55 -2.88
2.58 -2.88
2.61 -2.88
2.64 -2.88
2.67 -2.88
2.7 -2.88
2.73 -2.88
2.76 -2.88
2.79 -2.88
2.82 -2.88
2.85 -2.88
2.88 -2.88
2.91 -2.88
2.94 -2.88
2.97 -2.88
3 -2.88
-3 -2.85
-2.97 -2.85
-2.94 -2.85
-2.91 -2.85
-2.88 -2.85
-2.85 -2.85
-2.82 -2.85
-2.79 -2.85
-2.76 -2.85
-2.73 -2.85
-2.7 -2.85
-2.67 -2.85
-2.64 -2.85
-2.61 -2.85
-2.58 -2.85
-2.55 -2.85
-2.52 -2.85
-2.49 -2.85
-2.46 -2.85
-2.43 -2.85
-2.4 -2.85
-2.37 -2.85
-2.34 -2.85
-2.31 -2.85
-2.28 -2.85
-2.25 -2.85
-2.22 -2.85
-2.19 -2.85
-2.16 -2.85
-2.13 -2.85
-2.1 -2.85
-2.07 -2.85
-2.04 -2.85
-2.01 -2.85
-1.98 -2.85
-1.95 -2.85
-1.92 -2.85
-1.89 -2.85
-1.86 -2.85
-1.83 -2.85
-1.8 -2.85
-1.77 -2.85
-1.74 -2.85
-1.71 -2.85
-1.68 -2.85
-1.65 -2.85
-1.62 -2.85
-1.59 -2.85
-1.56 -2.85
-1.53 -2.85
-1.5 -2.85
-1.47 -2.85
-1.44 -2.85
-1.41 -2.85
-1.38 -2.85
-1.35 -2.85
-1.32 -2.85
-1.29 -2.85
-1.26 -2.85
-1.23 -2.85
-1.2 -2.85
-1.17 -2.85
-1.14 -2.85
-1.11 -2.85
-1.08 -2.85
-1.05 -2.85
-1.02 -2.85
-0.99 -2.85
-0.96 -2.85
-0.93 -2.85
-0.9 -2.85
-0.87 -2.85
-0.84 -2.85
-0.81 -2.85
-0.78 -2.85
-0.75 -2.85
-0.72 -2.85
-0.69 -2.85
-0.66 -2.85
-0.63 -2.85
-0.6 -2.85
-0.57 -2.85
-0.54 -2.85
-0.51 -2.85
-0.48 -2.85
-0.45 -2.85
-0.42 -2.85
-0.39 -2.85
-0.36 -2.85
-0.33 -2.85
-0.3 -2.85
-0.27 -2.85
-0.24 -2.85
-0.21 -2.85
-0.18 -2.85
-0.15 -2.85
-0.12 -2.85
-0.0900000000000003 -2.85
-0.0600000000000001 -2.85
-0.0300000000000002 -2.85
0 -2.85
0.0299999999999998 -2.85
0.0600000000000001 -2.85
0.0899999999999999 -2.85
0.12 -2.85
0.15 -2.85
0.18 -2.85
0.21 -2.85
0.24 -2.85
0.27 -2.85
0.3 -2.85
0.33 -2.85
0.36 -2.85
0.39 -2.85
0.42 -2.85
0.45 -2.85
0.48 -2.85
0.51 -2.85
0.54 -2.85
0.57 -2.85
0.6 -2.85
0.63 -2.85
0.66 -2.85
0.69 -2.85
0.72 -2.85
0.75 -2.85
0.78 -2.85
0.81 -2.85
0.84 -2.85
0.87 -2.85
0.9 -2.85
0.93 -2.85
0.96 -2.85
0.99 -2.85
1.02 -2.85
1.05 -2.85
1.08 -2.85
1.11 -2.85
1.14 -2.85
1.17 -2.85
1.2 -2.85
1.23 -2.85
1.26 -2.85
1.29 -2.85
1.32 -2.85
1.35 -2.85
1.38 -2.85
1.41 -2.85
1.44 -2.85
1.47 -2.85
1.5 -2.85
1.53 -2.85
1.56 -2.85
1.59 -2.85
1.62 -2.85
1.65 -2.85
1.68 -2.85
1.71 -2.85
1.74 -2.85
1.77 -2.85
1.8 -2.85
1.83 -2.85
1.86 -2.85
1.89 -2.85
1.92 -2.85
1.95 -2.85
1.98 -2.85
2.01 -2.85
2.04 -2.85
2.07 -2.85
2.1 -2.85
2.13 -2.85
2.16 -2.85
2.19 -2.85
2.22 -2.85
2.25 -2.85
2.28 -2.85
2.31 -2.85
2.34 -2.85
2.37 -2.85
2.4 -2.85
2.43 -2.85
2.46 -2.85
2.49 -2.85
2.52 -2.85
2.55 -2.85
2.58 -2.85
2.61 -2.85
2.64 -2.85
2.67 -2.85
2.7 -2.85
2.73 -2.85
2.76 -2.85
2.79 -2.85
2.82 -2.85
2.85 -2.85
2.88 -2.85
2.91 -2.85
2.94 -2.85
2.97 -2.85
3 -2.85
-3 -2.82
-2.97 -2.82
-2.94 -2.82
-2.91 -2.82
-2.88 -2.82
-2.85 -2.82
-2.82 -2.82
-2.79 -2.82
-2.76 -2.82
-2.73 -2.82
-2.7 -2.82
-2.67 -2.82
-2.64 -2.82
-2.61 -2.82
-2.58 -2.82
-2.55 -2.82
-2.52 -2.82
-2.49 -2.82
-2.46 -2.82
-2.43 -2.82
-2.4 -2.82
-2.37 -2.82
-2.34 -2.82
-2.31 -2.82
-2.28 -2.82
-2.25 -2.82
-2.22 -2.82
-2.19 -2.82
-2.16 -2.82
-2.13 -2.82
-2.1 -2.82
-2.07 -2.82
-2.04 -2.82
-2.01 -2.82
-1.98 -2.82
-1.95 -2.82
-1.92 -2.82
-1.89 -2.82
-1.86 -2.82
-1.83 -2.82
-1.8 -2.82
-1.77 -2.82
-1.74 -2.82
-1.71 -2.82
-1.68 -2.82
-1.65 -2.82
-1.62 -2.82
-1.59 -2.82
-1.56 -2.82
-1.53 -2.82
-1.5 -2.82
-1.47 -2.82
-1.44 -2.82
-1.41 -2.82
-1.38 -2.82
-1.35 -2.82
-1.32 -2.82
-1.29 -2.82
-1.26 -2.82
-1.23 -2.82
-1.2 -2.82
-1.17 -2.82
-1.14 -2.82
-1.11 -2.82
-1.08 -2.82
-1.05 -2.82
-1.02 -2.82
-0.99 -2.82
-0.96 -2.82
-0.93 -2.82
-0.9 -2.82
-0.87 -2.82
-0.84 -2.82
-0.81 -2.82
-0.78 -2.82
-0.75 -2.82
-0.72 -2.82
-0.69 -2.82
-0.66 -2.82
-0.63 -2.82
-0.6 -2.82
-0.57 -2.82
-0.54 -2.82
-0.51 -2.82
-0.48 -2.82
-0.45 -2.82
-0.42 -2.82
-0.39 -2.82
-0.36 -2.82
-0.33 -2.82
-0.3 -2.82
-0.27 -2.82
-0.24 -2.82
-0.21 -2.82
-0.18 -2.82
-0.15 -2.82
-0.12 -2.82
-0.0900000000000003 -2.82
-0.0600000000000001 -2.82
-0.0300000000000002 -2.82
0 -2.82
0.0299999999999998 -2.82
0.0600000000000001 -2.82
0.0899999999999999 -2.82
0.12 -2.82
0.15 -2.82
0.18 -2.82
0.21 -2.82
0.24 -2.82
0.27 -2.82
0.3 -2.82
0.33 -2.82
0.36 -2.82
0.39 -2.82
0.42 -2.82
0.45 -2.82
0.48 -2.82
0.51 -2.82
0.54 -2.82
0.57 -2.82
0.6 -2.82
0.63 -2.82
0.66 -2.82
0.69 -2.82
0.72 -2.82
0.75 -2.82
0.78 -2.82
0.81 -2.82
0.84 -2.82
0.87 -2.82
0.9 -2.82
0.93 -2.82
0.96 -2.82
0.99 -2.82
1.02 -2.82
1.05 -2.82
1.08 -2.82
1.11 -2.82
1.14 -2.82
1.17 -2.82
1.2 -2.82
1.23 -2.82
1.26 -2.82
1.29 -2.82
1.32 -2.82
1.35 -2.82
1.38 -2.82
1.41 -2.82
1.44 -2.82
1.47 -2.82
1.5 -2.82
1.53 -2.82
1.56 -2.82
1.59 -2.82
1.62 -2.82
1.65 -2.82
1.68 -2.82
1.71 -2.82
1.74 -2.82
1.77 -2.82
1.8 -2.82
1.83 -2.82
1.86 -2.82
1.89 -2.82
1.92 -2.82
1.95 -2.82
1.98 -2.82
2.01 -2.82
2.04 -2.82
2.07 -2.82
2.1 -2.82
2.13 -2.82
2.16 -2.82
2.19 -2.82
2.22 -2.82
2.25 -2.82
2.28 -2.82
2.31 -2.82
2.34 -2.82
2.37 -2.82
2.4 -2.82
2.43 -2.82
2.46 -2.82
2.49 -2.82
2.52 -2.82
2.55 -2.82
2.58 -2.82
2.61 -2.82
2.64 -2.82
2.67 -2.82
2.7 -2.82
2.73 -2.82
2.76 -2.82
2.79 -2.82
2.82 -2.82
2.85 -2.82
2.88 -2.82
2.91 -2.82
2.94 -2.82
2.97 -2.82
3 -2.82
-3 -2.79
-2.97 -2.79
-2.94 -2.79
-2.91 -2.79
-2.88 -2.79
-2.85 -2.79
-2.82 -2.79
-2.79 -2.79
-2.76 -2.79
-2.73 -2.79
-2.7 -2.79
-2.67 -2.79
-2.64 -2.79
-2.61 -2.79
-2.58 -2.79
-2.55 -2.79
-2.52 -2.79
-2.49 -2.79
-2.46 -2.79
-2.43 -2.79
-2.4 -2.79
-2.37 -2.79
-2.34 -2.79
-2.31 -2.79
-2.28 -2.79
-2.25 -2.79
-2.22 -2.79
-2.19 -2.79
-2.16 -2.79
-2.13 -2.79
-2.1 -2.79
-2.07 -2.79
-2.04 -2.79
-2.01 -2.79
-1.98 -2.79
-1.95 -2.79
-1.92 -2.79
-1.89 -2.79
-1.86 -2.79
-1.83 -2.79
-1.8 -2.79
-1.77 -2.79
-1.74 -2.79
-1.71 -2.79
-1.68 -2.79
-1.65 -2.79
-1.62 -2.79
-1.59 -2.79
-1.56 -2.79
-1.53 -2.79
-1.5 -2.79
-1.47 -2.79
-1.44 -2.79
-1.41 -2.79
-1.38 -2.79
-1.35 -2.79
-1.32 -2.79
-1.29 -2.79
-1.26 -2.79
-1.23 -2.79
-1.2 -2.79
-1.17 -2.79
-1.14 -2.79
-1.11 -2.79
-1.08 -2.79
-1.05 -2.79
-1.02 -2.79
-0.99 -2.79
-0.96 -2.79
-0.93 -2.79
-0.9 -2.79
-0.87 -2.79
-0.84 -2.79
-0.81 -2.79
-0.78 -2.79
-0.75 -2.79
-0.72 -2.79
-0.69 -2.79
-0.66 -2.79
-0.63 -2.79
-0.6 -2.79
-0.57 -2.79
-0.54 -2.79
-0.51 -2.79
-0.48 -2.79
-0.45 -2.79
